EmployeeID ,Department          ,DiscussionCount ,AverageRating ,FeedbackCount ,TotalCourseCount ,AverageQuizScore ,TotalTimeSpent ,EngagementLevelScore ,EngagementLevel
       477 ,Marketing           ,          12.47 ,         3.84 ,        31.66 ,               2 ,              53 ,           312 , 54.636              ,Medium
       478 ,Human Resources     ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       479 ,Product Development ,           0.0  ,         1.09 ,         5.85 ,               1 ,               4 ,           250 , 27.6425             ,Low
       480 ,Product Development ,          14.78 ,         3.73 ,        33.76 ,               2 ,              44 ,           268 , 48.840500000000006  ,Low
       481 ,Legal               ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       482 ,Engineering         ,          11.8  ,         3.51 ,        35.78 ,               2 ,              52 ,            96 , 33.3935             ,Low
       483 ,IT                  ,           2.48 ,         0.29 ,         3.28 ,               1 ,              17 ,            59 , 11.5745             ,Low
       484 ,Engineering         ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       485 ,Marketing           ,          19.51 ,         4.84 ,        67.58 ,               4 ,              74 ,           147 , 52.628              ,Medium
       486 ,Human Resources     ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       487 ,Human Resources     ,          13.7  ,         3.25 ,        34.07 ,               2 ,              56 ,           131 , 37.8665             ,Low
       488 ,Human Resources     ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       489 ,Human Resources     ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       490 ,Marketing           ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       491 ,Product Development ,           1.5  ,         0.3  ,         7.36 ,               1 ,              15 ,            18 ,  7.597              ,Low
       492 ,Product Development ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       493 ,Operations          ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       494 ,Legal               ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       495 ,Customer Support    ,           2.49 ,         0.55 ,         7.34 ,               1 ,              12 ,           285 , 33.8035             ,Low
       496 ,Engineering         ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       497 ,Legal               ,           0.21 ,         1.52 ,         6.51 ,               1 ,               6 ,           164 , 19.824              ,Low
       498 ,Product Development ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       499 ,Marketing           ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       500 ,Sales               ,           1.24 ,         0.64 ,         9.91 ,               1 ,               4 ,           319 , 35.49               ,Low
       501 ,Legal               ,          10.91 ,         3.45 ,        35.2  ,               2 ,              46 ,           191 , 41.084500000000006  ,Low
       502 ,Product Development ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       503 ,Product Development ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       504 ,Finance             ,          10.73 ,         3.22 ,        37.13 ,               2 ,              60 ,           119 , 37.677              ,Low
       505 ,Legal               ,           2.61 ,         0.45 ,         5.8  ,               1 ,               4 ,           248 , 27.7945             ,Low
       506 ,Operations          ,          11.36 ,         3.21 ,        39.65 ,               2 ,              57 ,           157 , 41.3545             ,Low
       507 ,IT                  ,           1.68 ,         0.94 ,         3.77 ,               1 ,              11 ,            14 ,  5.675000000000001  ,Low
       508 ,Legal               ,           2.72 ,         0.02 ,         3.77 ,               1 ,               2 ,           161 , 18.103              ,Low
       509 ,Legal               ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       510 ,Marketing           ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       511 ,Marketing           ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       512 ,Customer Support    ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       513 ,Engineering         ,          14.7  ,         3.77 ,        35.39 ,               2 ,              45 ,           155 , 38.1105             ,Low
       514 ,Sales               ,           2.77 ,         0.37 ,         4.65 ,               1 ,               6 ,           211 , 24.3765             ,Low
       515 ,Legal               ,          12.74 ,         3.85 ,        39.22 ,               3 ,              48 ,           300 , 53.954499999999996  ,Medium
       516 ,Product Development ,          13.6  ,         3.35 ,        33.14 ,               3 ,              49 ,           297 , 52.7355             ,Medium
       517 ,Legal               ,           0.66 ,         1.36 ,         7.49 ,               1 ,               6 ,           143 , 17.970000000000002  ,Low
       518 ,Customer Support    ,          13.42 ,         3.63 ,        38.84 ,               3 ,              48 ,           305 , 54.4595             ,Medium
       519 ,Customer Support    ,           2.34 ,         1.04 ,         8.97 ,               1 ,              12 ,           316 , 37.322              ,Low
       520 ,Operations          ,           2.72 ,         0.17 ,         6.21 ,               1 ,              16 ,           142 , 20.2285             ,Low
       521 ,Customer Support    ,           0.25 ,         1.2  ,         3.51 ,               1 ,              16 ,            23 ,  7.552              ,Low
       522 ,IT                  ,          13.68 ,         3.54 ,        36.72 ,               2 ,              54 ,           269 , 51.765              ,Medium
       523 ,Human Resources     ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       524 ,IT                  ,          14.32 ,         3.55 ,        35.5  ,               2 ,              53 ,           318 , 56.301500000000004  ,Medium
       525 ,Operations          ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       526 ,Human Resources     ,           0.99 ,         0.19 ,         1.61 ,               1 ,              15 ,           263 , 30.817500000000003  ,Low
       527 ,Sales               ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       528 ,Customer Support    ,          12.7  ,         3.98 ,        37.74 ,               3 ,              56 ,            91 , 34.783              ,Low
       529 ,Marketing           ,          10.28 ,         3.66 ,        37.82 ,               2 ,              59 ,           239 , 49.58500000000001   ,Low
       530 ,Finance             ,           2.39 ,         0.22 ,         6.18 ,               1 ,              10 ,            55 ,  9.969000000000001  ,Low
       531 ,Product Development ,           1.08 ,         1.53 ,         6.64 ,               1 ,              11 ,           175 , 22.3765             ,Low
       532 ,Finance             ,          10.2  ,         3.11 ,        32.1  ,               3 ,              50 ,           194 , 41.7375             ,Low
       533 ,Sales               ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       534 ,Human Resources     ,           2.8  ,         0.5  ,         5.38 ,               1 ,              18 ,           320 , 38.461              ,Low
       535 ,Human Resources     ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       536 ,Sales               ,           0.34 ,         1.8  ,         8.52 ,               1 ,               9 ,           183 , 22.972              ,Low
       537 ,Marketing           ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       538 ,Product Development ,           1.33 ,         0.2  ,         8.84 ,               1 ,              17 ,           119 , 18.434              ,Low
       539 ,Finance             ,          11.9  ,         3.58 ,        39.8  ,               2 ,              59 ,           157 , 42.085              ,Low
       540 ,Customer Support    ,           2.02 ,         1.88 ,         5.4  ,               1 ,              13 ,            42 ,  9.604              ,Low
       541 ,Marketing           ,           1.8  ,         0.26 ,         4.13 ,               1 ,               1 ,           321 , 33.801              ,Low
       542 ,Operations          ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       543 ,Sales               ,          14.31 ,         3.45 ,        34.0  ,               3 ,              52 ,            90 , 33.1245             ,Low
       544 ,Marketing           ,          10.62 ,         3.53 ,        39.62 ,               2 ,              47 ,           200 , 43.0805             ,Low
       545 ,Product Development ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       546 ,Human Resources     ,          12.48 ,         3.77 ,        33.98 ,               3 ,              60 ,           225 , 48.3345             ,Low
       547 ,Product Development ,           1.76 ,         1.57 ,         8.74 ,               1 ,               9 ,           274 , 32.3425             ,Low
       548 ,Marketing           ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       549 ,Legal               ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       550 ,Finance             ,           1.54 ,         1.16 ,         4.34 ,               1 ,              13 ,           185 , 23.416              ,Low
       551 ,Engineering         ,           0.12 ,         1.71 ,         5.42 ,               1 ,               5 ,           288 , 31.7855             ,Low
       552 ,Human Resources     ,          10.26 ,         3.14 ,        31.72 ,               2 ,              45 ,            95 , 30.331000000000003  ,Low
       553 ,IT                  ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       554 ,Marketing           ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       555 ,Product Development ,          10.53 ,         3.26 ,        39.92 ,               2 ,              42 ,           289 , 50.705              ,Medium
       556 ,Sales               ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       557 ,Finance             ,           1.33 ,         1.99 ,         5.37 ,               1 ,               8 ,           105 , 14.5375             ,Low
       558 ,Sales               ,          15.07 ,         4.24 ,        61.51 ,               6 ,              86 ,           141 , 53.175999999999995  ,Medium
       559 ,Customer Support    ,           1.25 ,         1.75 ,         5.32 ,               1 ,               9 ,           115 , 15.7015             ,Low
       560 ,Customer Support    ,           0.65 ,         1.04 ,         4.24 ,               1 ,              18 ,           107 , 16.638              ,Low
       561 ,Sales               ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       562 ,Finance             ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       563 ,Finance             ,           2.08 ,         0.0  ,         9.82 ,               1 ,              16 ,           221 , 28.68               ,Low
       564 ,Human Resources     ,           1.62 ,         0.06 ,         4.94 ,               1 ,              19 ,           231 , 29.377000000000002  ,Low
       565 ,Sales               ,           0.2  ,         0.54 ,         3.9  ,               1 ,               1 ,           119 , 13.305              ,Low
       566 ,IT                  ,          11.19 ,         3.98 ,        31.87 ,               2 ,              51 ,            47 , 27.457              ,Low
       567 ,Customer Support    ,          14.15 ,         3.27 ,        39.47 ,               2 ,              58 ,           200 , 46.4415             ,Low
       568 ,Product Development ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       569 ,Sales               ,           1.01 ,         0.04 ,         7.19 ,               1 ,               4 ,           231 , 25.950000000000003  ,Low
       570 ,Legal               ,          13.84 ,         3.82 ,        36.14 ,               2 ,              56 ,           161 , 41.451              ,Low
       571 ,Human Resources     ,           0.29 ,         1.74 ,         1.12 ,               1 ,               6 ,           213 , 23.717              ,Low
       572 ,Engineering         ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       573 ,Customer Support    ,           2.11 ,         1.96 ,         3.72 ,               1 ,               5 ,           146 , 17.706000000000003  ,Low
       574 ,Customer Support    ,           2.01 ,         1.21 ,         6.25 ,               1 ,               4 ,           192 , 22.3545             ,Low
       575 ,Legal               ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       576 ,Legal               ,          17.2  ,         4.49 ,        59.37 ,               4 ,              89 ,           167 , 56.18650000000001   ,Medium
       577 ,Marketing           ,           2.65 ,         1.12 ,         4.92 ,               1 ,              14 ,           170 , 22.494              ,Low
       578 ,Finance             ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       579 ,Customer Support    ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       580 ,Product Development ,          13.87 ,         3.87 ,        37.42 ,               3 ,              54 ,            11 , 26.4255             ,Low
       581 ,Product Development ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       582 ,Customer Support    ,          11.69 ,         3.75 ,        35.47 ,               2 ,              55 ,           267 , 51.219500000000004  ,Medium
       583 ,Legal               ,           2.87 ,         0.41 ,         9.86 ,               1 ,               8 ,            50 ,  9.848500000000001  ,Low
       584 ,Engineering         ,          13.09 ,         3.71 ,        35.75 ,               2 ,              56 ,           303 , 55.3955             ,Medium
       585 ,Legal               ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       586 ,Legal               ,          10.78 ,         3.2  ,        33.77 ,               2 ,              41 ,           318 , 52.16               ,Medium
       587 ,Operations          ,          11.26 ,         3.46 ,        32.48 ,               2 ,              51 ,           156 , 38.363              ,Low
       588 ,Customer Support    ,          11.32 ,         3.31 ,        36.24 ,               2 ,              41 ,           146 , 35.5895             ,Low
       589 ,Customer Support    ,          12.28 ,         3.91 ,        35.3  ,               2 ,              46 ,           203 , 42.6935             ,Low
       590 ,Human Resources     ,           2.5  ,         1.83 ,         3.82 ,               1 ,              13 ,           190 , 24.1715             ,Low
       591 ,Marketing           ,           2.45 ,         0.74 ,         8.78 ,               1 ,               6 ,            72 , 11.331              ,Low
       592 ,Engineering         ,          10.01 ,         3.94 ,        33.99 ,               2 ,              59 ,           123 , 37.235              ,Low
       593 ,Operations          ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       594 ,Marketing           ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       595 ,Engineering         ,          17.43 ,         5.0  ,        41.12 ,               5 ,              85 ,            66 , 41.81               ,Low
       596 ,Legal               ,           2.85 ,         1.24 ,         2.92 ,               1 ,               3 ,           250 , 27.414              ,Low
       597 ,Product Development ,          10.11 ,         3.29 ,        31.34 ,               2 ,              56 ,           268 , 50.3125             ,Medium
       598 ,Marketing           ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       599 ,Operations          ,           1.21 ,         0.61 ,         7.76 ,               1 ,              14 ,           195 , 25.1465             ,Low
       600 ,Human Resources     ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       601 ,Engineering         ,           2.12 ,         1.01 ,         8.21 ,               1 ,              13 ,           298 , 35.5685             ,Low
       602 ,Sales               ,           2.31 ,         1.28 ,         5.01 ,               1 ,              19 ,           317 , 38.434000000000005  ,Low
       603 ,IT                  ,          14.96 ,         3.79 ,        34.27 ,               2 ,              56 ,           149 , 40.0935             ,Low
       604 ,Engineering         ,          14.93 ,         3.37 ,        30.78 ,               2 ,              51 ,            60 , 29.134500000000003  ,Low
       605 ,Engineering         ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       606 ,Sales               ,           0.33 ,         1.14 ,         2.55 ,               1 ,              17 ,            41 ,  9.411000000000001  ,Low
       607 ,Human Resources     ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       608 ,IT                  ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       609 ,Product Development ,           1.71 ,         0.72 ,         9.4  ,               1 ,               2 ,            87 , 11.802000000000001  ,Low
       610 ,Engineering         ,           1.61 ,         1.21 ,         1.5  ,               1 ,               8 ,           214 , 24.524500000000003  ,Low
       611 ,Finance             ,           2.26 ,         1.95 ,         4.54 ,               1 ,              14 ,            66 , 12.1475             ,Low
       612 ,Finance             ,           0.47 ,         1.79 ,         2.83 ,               1 ,              14 ,            67 , 11.5075             ,Low
       613 ,Operations          ,           0.03 ,         1.73 ,         6.89 ,               1 ,               4 ,           158 , 18.8165             ,Low
       614 ,Legal               ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       615 ,Sales               ,           0.29 ,         1.15 ,         5.08 ,               1 ,              12 ,           318 , 36.3615             ,Low
       616 ,Marketing           ,          14.53 ,         3.56 ,        33.51 ,               2 ,              47 ,           287 , 51.348000000000006  ,Medium
       617 ,Finance             ,           2.1  ,         1.57 ,         4.49 ,               1 ,              16 ,           176 , 23.5105             ,Low
       618 ,Customer Support    ,          13.34 ,         3.68 ,        37.67 ,               2 ,              57 ,           104 , 36.172              ,Low
       619 ,Finance             ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       620 ,Finance             ,           1.72 ,         1.63 ,         7.21 ,               1 ,               8 ,           211 , 25.4935             ,Low
       621 ,Legal               ,           2.45 ,         1.98 ,         5.72 ,               1 ,               8 ,           182 , 22.529              ,Low
       622 ,IT                  ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       623 ,Sales               ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       624 ,Sales               ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       625 ,IT                  ,           0.16 ,         0.9  ,         5.25 ,               1 ,               8 ,            70 , 10.507              ,Low
       626 ,Engineering         ,           0.9  ,         0.31 ,         7.5  ,               1 ,              10 ,           260 , 30.4575             ,Low
       627 ,IT                  ,          13.54 ,         3.54 ,        34.25 ,               2 ,              53 ,            90 , 33.093              ,Low
       628 ,Engineering         ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       629 ,Customer Support    ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       630 ,Legal               ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       631 ,Legal               ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       632 ,IT                  ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       633 ,Customer Support    ,          10.45 ,         3.15 ,        39.32 ,               2 ,              56 ,           302 , 55.3415             ,Medium
       634 ,Legal               ,          13.07 ,         3.86 ,        30.81 ,               2 ,              49 ,           144 , 36.791              ,Low
       635 ,IT                  ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       636 ,Marketing           ,           2.44 ,         1.36 ,         8.11 ,               1 ,              19 ,           148 , 22.200000000000003  ,Low
       637 ,IT                  ,          13.99 ,         3.69 ,        38.12 ,               2 ,              58 ,           302 , 56.444500000000005  ,Medium
       638 ,IT                  ,           2.48 ,         0.13 ,         9.03 ,               1 ,               5 ,           139 , 17.6845             ,Low
       639 ,Engineering         ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       640 ,Customer Support    ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       641 ,IT                  ,          15.97 ,         4.41 ,        48.27 ,               4 ,              62 ,           216 , 51.850500000000004  ,Medium
       642 ,Engineering         ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       643 ,Human Resources     ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       644 ,Product Development ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       645 ,Product Development ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       646 ,Finance             ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       647 ,Engineering         ,           2.79 ,         1.04 ,         7.19 ,               1 ,              18 ,           261 , 33.056000000000004  ,Low
       648 ,IT                  ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       649 ,Marketing           ,           1.61 ,         1.57 ,         4.27 ,               1 ,              17 ,            97 , 15.718500000000002  ,Low
       650 ,Customer Support    ,           2.19 ,         0.57 ,         5.91 ,               1 ,               4 ,           221 , 25.0625             ,Low
       651 ,Marketing           ,          10.31 ,         3.66 ,        32.77 ,               3 ,              46 ,           196 , 41.231              ,Low
       652 ,Legal               ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       653 ,Product Development ,           1.85 ,         1.01 ,         5.04 ,               1 ,              15 ,           298 , 35.3805             ,Low
       654 ,Sales               ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       655 ,Product Development ,           2.51 ,         1.76 ,         7.92 ,               1 ,              15 ,            41 , 10.576              ,Low
       656 ,Legal               ,          11.44 ,         3.17 ,        30.46 ,               2 ,              41 ,           112 , 31.0225             ,Low
       657 ,Engineering         ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       658 ,Engineering         ,          11.08 ,         3.41 ,        34.97 ,               3 ,              60 ,           149 , 40.5625             ,Low
       659 ,Finance             ,           2.25 ,         0.86 ,         7.42 ,               1 ,               1 ,           144 , 16.999000000000002  ,Low
       660 ,Legal               ,           2.53 ,         0.43 ,         7.56 ,               1 ,              19 ,           221 , 29.1755             ,Low
       661 ,Marketing           ,          12.32 ,         3.3  ,        32.0  ,               2 ,              48 ,           272 , 49.289              ,Low
       662 ,Marketing           ,           0.36 ,         0.98 ,         5.13 ,               1 ,              13 ,           294 , 34.193000000000005  ,Low
       663 ,Product Development ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       664 ,Legal               ,          10.97 ,         3.46 ,        38.13 ,               2 ,              60 ,            72 , 33.285000000000004  ,Low
       665 ,Human Resources     ,          11.65 ,         3.23 ,        30.51 ,               3 ,              51 ,           143 , 36.8895             ,Low
       666 ,Customer Support    ,           1.13 ,         1.32 ,         2.7  ,               1 ,              13 ,           105 , 15.046              ,Low
       667 ,Product Development ,           1.68 ,         1.69 ,         1.36 ,               1 ,               8 ,           229 , 26.1305             ,Low
       668 ,Human Resources     ,           0.17 ,         0.24 ,         4.62 ,               1 ,              15 ,           227 , 27.668000000000003  ,Low
       669 ,Finance             ,           0.94 ,         0.07 ,         7.62 ,               1 ,               9 ,            18 ,  5.9795             ,Low
       670 ,Operations          ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       671 ,Human Resources     ,           2.34 ,         1.27 ,         3.57 ,               1 ,               6 ,           271 , 30.299500000000002  ,Low
       672 ,Operations          ,          19.51 ,         4.99 ,        45.97 ,               5 ,             100 ,           229 , 63.24350000000001   ,Medium
       673 ,Legal               ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       674 ,Operations          ,          11.33 ,         3.89 ,        36.55 ,               3 ,              47 ,            33 , 26.1985             ,Low
       675 ,IT                  ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       676 ,Sales               ,           1.29 ,         1.95 ,         4.5  ,               1 ,              14 ,           277 , 33.045500000000004  ,Low
       677 ,Legal               ,          13.36 ,         3.95 ,        34.7  ,               3 ,              45 ,           320 , 54.4495             ,Medium
       678 ,Marketing           ,           2.47 ,         0.09 ,         7.32 ,               1 ,               1 ,           247 , 27.130500000000005  ,Low
       679 ,Finance             ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       680 ,IT                  ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       681 ,Sales               ,          11.67 ,         3.99 ,        33.5  ,               2 ,              45 ,           248 , 46.4815             ,Low
       682 ,Sales               ,          14.67 ,         3.53 ,        30.29 ,               2 ,              54 ,           281 , 51.8745             ,Medium
       683 ,IT                  ,          10.37 ,         3.68 ,        36.19 ,               2 ,              50 ,            70 , 30.131999999999998  ,Low
       684 ,Human Resources     ,           2.31 ,         0.76 ,         7.45 ,               1 ,              11 ,           219 , 26.992000000000004  ,Low
       685 ,Product Development ,          10.78 ,         3.23 ,        34.58 ,               2 ,              41 ,           139 , 34.4295             ,Low
       686 ,Engineering         ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       687 ,Product Development ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       688 ,Human Resources     ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       689 ,Finance             ,           0.83 ,         0.46 ,         1.21 ,               1 ,               6 ,           161 , 18.323              ,Low
       690 ,Legal               ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       691 ,Human Resources     ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       692 ,IT                  ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       693 ,Sales               ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       694 ,Legal               ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       695 ,Finance             ,          14.58 ,         3.17 ,        39.56 ,               2 ,              43 ,           166 , 39.37050000000001   ,Low
       696 ,Finance             ,          11.95 ,         3.83 ,        32.68 ,               2 ,              53 ,           116 , 35.133500000000005  ,Low
       697 ,Human Resources     ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       698 ,Finance             ,          14.31 ,         3.53 ,        31.35 ,               2 ,              59 ,           246 , 49.7645             ,Low
       699 ,Engineering         ,          14.41 ,         3.25 ,        32.2  ,               3 ,              52 ,           112 , 34.9345             ,Low
       700 ,Legal               ,           0.29 ,         1.68 ,         3.98 ,               1 ,               6 ,           277 , 30.674000000000003  ,Low
       701 ,Legal               ,          14.2  ,         3.91 ,        39.72 ,               3 ,              58 ,           221 , 48.9615             ,Low
       702 ,Sales               ,           2.42 ,         0.56 ,         5.92 ,               1 ,               8 ,            24 ,  6.408              ,Low
       703 ,Legal               ,          15.52 ,         4.37 ,        63.5  ,               5 ,              91 ,           133 , 53.9465             ,Medium
       704 ,Engineering         ,           1.5  ,         1.08 ,         8.11 ,               1 ,               4 ,           210 , 24.392              ,Low
       705 ,Customer Support    ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       706 ,Sales               ,          14.07 ,         3.56 ,        37.44 ,               2 ,              48 ,            70 , 30.592              ,Low
       707 ,Sales               ,           1.89 ,         0.5  ,         9.93 ,               1 ,              16 ,           170 , 23.689              ,Low
       708 ,Customer Support    ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       709 ,Finance             ,           0.28 ,         0.21 ,         9.65 ,               1 ,               3 ,            42 ,  7.1885             ,Low
       710 ,Sales               ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       711 ,Legal               ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       712 ,Operations          ,           1.94 ,         0.06 ,         5.87 ,               1 ,              11 ,           189 , 23.427000000000003  ,Low
       713 ,IT                  ,          12.67 ,         3.23 ,        30.41 ,               3 ,              48 ,            58 , 27.8235             ,Low
       714 ,Product Development ,          12.68 ,         3.73 ,        35.96 ,               3 ,              48 ,            63 , 29.5605             ,Low
       715 ,Operations          ,           2.93 ,         0.96 ,         3.04 ,               1 ,              15 ,            43 ,  9.684000000000001  ,Low
